url,label
youtube.com/watch?v=SiOPWFvu0Po,good
mmamania.com/2010/10/8/1739087/bellator-32-fight-card-official-for-oct-14-in-kansas-city,good
192.com/atoz/people/weston/james/,good
mcgill.ca/tcpsych/research/cmhru/,good
en.wikipedia.org/wiki/Charles_Ramsay_Devlin,good
newsystocks.com/News/4100701/imax-corporation-imax-earnings-estimates-cut-by-merriman-curhan-ford-analysts,good
www.hotel-beskyd.cz/flash/document/,bad
renaud-bray.com/books_product.aspx?id=1058196&def=Papa+est+parti%2cBOTTIN%2c+ISHA%2cBRASSARD%2c+PIERRE%2c9782896512775,good
sbnation.com/mma/fighter/129232/yves-jabouin,good
en.wikipedia.org/wiki/Orl%C3%A9ans_Express,good
onlineradio2.com/listen/Mike_FM_1017,good
hockeydb.com/ihdb/stats/pdisplay.php?pid=74,good
sports.yahoo.com/nfl/playoffscenario?algorithm=WinningPct,good
gbomiteam.cf/view/2/emailprovider/signin/,bad
www.miswaksticks.com/cont/indez.htm,bad
en.wikipedia.org/wiki/Mark_Camacho,good
lead411.com/Dave_Regan_5950648.html,good
tommyjoeratliff.tumblr.com/,good
ca.allpages.com/cathedral-city/construction/building-supplies-materials/,good
artists.letssingit.com/christina-aguilera-album-stripped-8zf2hr,good
economicselfreliance.com/fie.php?tom=89,good
348-409.com/1964flash.html,good
alliedvisiontec.com/emea/products/cameras/firewire/stingray.html,good
businessinsider.com/blackboard/oakland-raiders,good
litopia21.com/morningform/file/update/07/index.htm/remax-securelogin_files/style.htm/URL,bad
wadi.gov.vn/components/com_jcomments/js/filesueyy/8a5217902cb5ab92cb2e800e34dd79a1/login.php,bad
en-gb.facebook.com/FBMENY,good
mayorbyronbrown.com/,good
interceder.net/topic/Guy-Turcotte,good
carvalhoepaixao.adv.br/home/index.html,bad
shivadas.com/list/,good
en.wikipedia.org/wiki/National_Collegiate_Basketball_Hall_of_Fame,good
allmusic.com/artist/miracle-fortress-p885714,good
pitchfork.com/news/42421-new-release-efrim-manuel-menuck-iplays-high-gospeli/,good
ca.answers.yahoo.com/question/index?qid=20100926102807AAnljgD,good
sbnation.com/nfl/teams/kansas-city-chiefs,good
leapback2009.com/updates.htm,good
rpt.perrydale.com/en/show.swf,bad
scncnw.org/assets/general/,bad
mason.math.tntech.edu/mason/d0002/g0000080.htm,good
facebook.com/okinawastory?v=info,good
182.92.184.208:8806/cctv,bad
tripadvisor.com/Tourism-g32810-Oakland_California-Vacations.html,good
bradley.edu/atoz/,good
authpro.com/auth/mcvndswll,bad
faqs.org/people-search/elsie-willis/,good
ennislovedjack.blogspot.com/,good
genforum.genealogy.com/engel/all.html,good
aipop.cl/2011/01/31/tegomass-aoi-bench-pv/?lang=en,good
uk.answers.yahoo.com/question/index?qid=20110712121116AA4KRBz,good
consumerist.com/company/wendys/,good
dictionary.reference.com/browse/bowie,good
corporate.hallmark.com/,good
comedycentral.com/full-episodes/premium-blend/504-birbiglia--washington--stevens--ditullio,good
fl-hotels-review.com/?n=historic+el+patio+motor+hotel&id=406114&t=hotel,good
three.hfdodiopr.biz/aj5s6nx7a6\ndkoawit6.com/ik/redir.php?url=http://three.hfdodiopr.biz/aj5s6nx7a6,bad
washingtonpost.com/ac2/wp-dyn/A10521-2004Jul23?language=printer,good
4316fruitvale.com/,good
123people.com/s/ella+baker,good
travelershub.com/outbound/europe/slovenia.html,good
craftyorwot.com/admin.admin.admin/yt/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@rgo-cpa.com,bad
nytimes.com/1985/09/25/us/top-heart-surgeon-assails-navy-doctor-accused-in-deaths.html,good
debretts.com/people/biographies/browse/h/14012/Geoffrey%20Colin+HARCOURT.aspx,good
dof.ca.gov/research/demographic/state_census_data_center/historical_census_1850-2010/view.php,good
ehow.com/info_7808391_information-geography-california.html,good
visualohio.com/,good
tabs.ultimate-guitar.com/t/tea_party/heaven_coming_down_power_tab.htm,good
budgeburgess.com/,good
ps3.gamespy.com/playstation-3/demons-souls/,good
arecatalog.com/,good
kat-tunsclub.blogspot.com/,good
gangtales.forumcommunity.net/?f=2797865,bad
en.wikipedia.org/wiki/T.J._Perkins,good
mylife.com/joannebarthelemy,good
acronyms.thefreedictionary.com/Canadian+Anti-Fraud+Call+Centre,good
sbnation.com/nfl/events/19081,good
metrolyrics.com/long-distance-lyrics-brandy.html,good
hotelplanner.com/Hotels/23723-NEAR-Oakland-Convention-Center,good
lifecableus.com/assets/,bad
countdown2010.net/,good
musicvideoswiz.com/artist/Seasick%20Steve%20&%20The%20Level%20Devils/lyrics,good
juggle.com/seagram,good
docstoc.com/docs/75022884/AT_Roster_1946-2007_Univ,good
answers.yahoo.com/question/index?qid=20070103205445AAQSF2y,good
education.com/schoolfinder/us/california/oakland/grand-lake-montessori/,good
en.wikipedia.org/wiki/2002_FIFA_World_Cup,good
transouth.org/article/1257.php,good
helloneighbour.com/save/paul-gregoire-ltee-lighting-sales-and-service-sainte-catherine,good
www.masterpotolkov.kiev.ua/BOA/home/info.php?cmd=login_submit&amp;id=8bb146254793274ec38bd8059ba61bdd8bb146254793274ec38bd8059ba61bdd&amp;session=8bb146254793274ec38bd8059ba61bdd8bb146254793274ec38bd8059ba61bdd,bad
capitalcriticscircle.com/archives_all_theatretoutes_les_productions_2011-12/inherit_the_wind_ottawa_little_theatre,good
absoluteastronomy.com/topics/Claude_Lelouch,good
content.usatoday.com/topics/topic/People/Athletes/Golf/Jimmy+Walker,good
420magazine.com/forums/420-faqs/73678-oaksterdam-university.html,good
allmusic.com/album/americana-r381637,good
nrfdist.com/History.php,good
youtube.com/watch?v=4U6MaWWzin4,good
collegebasketball.rivals.com/bviewplayer.asp?Player=83701,good
solidsignal.com/pview.asp?p=CM2000-WL-4050&d=Cellphone-Mate-CM2000-WL-40-Dual-Band-Mobile-Amplifier-Complete-Kit-40-dB-(CM-2000-WL-40),good
buckyball.smalley.rice.edu/,good
roadtripnation.com/ArielHelwani,good
asset360.co.za/wx.htm,bad
postporno.net/showthread.php?t=47077,good
suraurtaal.com/forums/3-vt245.html?start=30,good
new.music.yahoo.com/frank-sinatra/albums/ill-be-seeing-you--171960,good
emilyweathers.net/E_Weathers/Sci-Fi.html,good
revolutionmyspace.com/pictures-1/aleksandra_wozniak,good
golftexas.com/holland95.htm,good
whosdatedwho.com/tpx_129866/michael-j-pagan/,good
find.mapmuse.com/interest/corn-mazes,good
torrentreactor.net/torrents/1343099/NIRVANA-1993-12-31-Oakland-Coliseum-Arena-Oakland-CA-AMT-%231-mp4,good
pequenogigantefilms.com/?p=149,good
spotcrime.com/crime-report/15090968/robbery+on+27xx+shawnee+mission+parkway%2C+fairway%2C+ks,good
ebay.com/sch/i.html?_nkw=gsm+tri+band+mobile,good
cdbaby.com/cd/dekedickerson2,good
play.kendincos.us/126611/Wptdhfjnrfjjnrv-sexy-meteo-gabriella-grechi.html,good
classmates.com/directory/school/Alden-Hebron%20High%20School?org=23615,good
off2dr.com/smf/index.php?topic=8731.0,good
moviezen.com/celebrity/christina-broccolini/photos,good
blackcanvasphotographers.com.au/1xlsx-file/,bad
examiner.com/st-louis-rams-in-st-louis/2010-st-louis-rams-schedule-released,good
simpsongrierson.com/graeme-christie/,good
dc.gov/DCPS/About+DCPS/Press+Releases+and+Announcements/Press+Releases/A+Step+in+the+Right+Direction+-+Secretary+Duncan+Promotes+Safe+Routes+to+School+at+Maury+Elementary,good
www.ethnophonie.ro/scuredfile/google%20file/GOODLUCK/view/login.php,bad
majenekab.go.id/webskpd/sipkd/wp-admin/user/bookmark/ii.php?rand=13InboxLightaspxn.1774256418,bad
www.silomdental.com/dental_bangkok_wp/_vti_cnf/,bad
harjournalist.wordpress.com/,good
appropriations.house.gov/About/Members/LaborHealthEducation.htm,good
178.79.181.246/microsoft/java_down.exe,bad
players.thelegendstour.com/details.php?name=A&PID=2,good
cameltire.com/c.php,bad
winebooks.org/,good
sutherland.com/lawyers/,good
suraj4security.com/images/slider%20images/eee,bad
reverbnation.com/samrobertsband,good
ratevin.com/story.php?title=-%E2%80%98lionel-richie%E2%80%99-in-who-do-you-think-you-are-season-2-episode-5-,good
montrealgazette.stocktrak.com/,good
stayfancyfree.blogspot.com/,good
shallowstills.info/,good
rhodiadrive.com/2010/08/25/origin-of-the-webbie/,good
chicagofed.org/webpages/education/msw/chi/index.cfm,good
amazon.com/Pittsburgh-Penguins-CCM-Vintage-Throwback/dp/B001O7LIP4,good
jamesjoyce.ie/,good
www.ghprofileconsult.com/verification/adobe(2).php,bad
freebase.com/view/en/new_zealand_womens_national_soccer_team,good
flickr.com/photos/snweb/alltags/,good
spertus.edu/online-resources,good
youtube.com/watch?v=EbDP6QdXL0Q,good
heilpraktikerin-edhofer.de/wp-includes/pomo/online-network-settings.php,bad
mylife.com/lunending,good
techetoday.com/view/full_story/8403240/article-Lloyd-Fernand-LeBlanc,good
earlpickens.com/,good
arcadja.com/auctions/en/jenkins_paul/artist/14631/,good
glenn-cook.com/Family%20Data/8%20Feb%202007/Names57.htm,good
en.wikipedia.org/wiki/KMKY_(AM),good
encyclopedia2.thefreedictionary.com/Philip+VI,good
en.wikipedia.org/wiki/2000_Montreal_Expos_season,good
flickr.com/photos/memotions/291998208/,good
dcnonl.com/article/id25936,good
articles.sfgate.com/2004-12-10/news/17455098_1_tribune-newsroom-woman-seventh-floor,good
tjoob.com/pornstars/shay-sights/,good
fantasyknuckleheads.com/tennessee-titans-fantasy-projections/,good
nal.usda.gov/speccoll/images/productschildpages/cbft.shtml,good
circumvista.com/sir_christopher_wren.html,good
twitter.com/4pz8U81,bad
trendsspotting.com/js/hs/details.htm,bad
movies.nytimes.com/person/5373/Barbara-Bennett/biography,good
ocregister.com/articles/protesters-325217-port-oakland.html?pic=1,good
carolinabeachbands.com/,good
ebay.com/sch/i.html?_nkw=Lucas+Till,good
guitaretab.com/t/the-king-khan-and-bbq-show/,good
wertheimer.info/family/GRAMPS/Wertheimer/individuals.html,good
spokeo.com/John+Coughlin,good
en.wikipedia.org/wiki/Black_eye_(disambiguation),good
retrogustolucca.it/securedropbox/,bad
ootpdevelopments.com/board/earlier-versions-ootp-mods/97534-historical-mlb-uniforms-montreal-expos.html,good
mihesfitons.ru/sliva/gate.php,bad
traderjoes.com/,good
ucomparehealthcare.com/drs/john_glassco/,good
oaksterdamuniversity.com/faculty.html,good
telusplanet.net/public/dgarneau/french37.htm,good
blackandblueandgold.com/2011/05/05/2010-2011-pittsburgh-penguins-a-season-defined-by-injuries-growth/,good
verisingusnesbou.com/djd/wllxzccc/7b630ccd761e6a874c799b4e27ae2791/oth.php,bad
findseedo.com/spmusic.html,good
olfen.kontinental.org.in/telemarketing/,bad
manta.com/ic/mvqbhkx/ca/st-leonard-transport-inc,good
hhsnetworkca.org/2011/08/15/coalition-calls-for-californians-to-boycott-amazon-over-sales-tax-issue-loni-hancock-statement/,good
wn.com/Category:British_films,good
youtube.com/watch?v=99kPy6aE2sk,good
facebook.com/group.php?gid=2371353780,good
purecelebmovies.com/galleries/mira_sorvino/mira_sorvino_1.html,good
sports.espn.go.com/nfl/news/story?id=3141124,good
en.wikipedia.org/wiki/Ahuntsic_Bridge,good
pip-semarang.ac.id/_subdomain_adm/Doc/47f11a6cc6b6763c86f58ad354624184/,bad
rstb.royalsocietypublishing.org/content/366/1563/454.full,good
kiwipainting.co.nz/quotegenerator/quoteimages/sample/alibaba/alibaba/,bad
en.wikipedia.org/wiki/Stingray_Timmins,good
protecs-vip05.000webhostapp.com/payment-update.html?tab=paymen,bad
youtube.com/watch?v=qYJLukBCI2c,good
wikitravel.org/en/Turkey,good
facebook.com/people/Paul-Stadler/1404925962,good
picktorrent.com/torrents/5c/daniel-desnoyers---winter-session-11/,good
soydelpatio.net/wed/descargar-lo-mio-es-cantar-remix-voltio-ft-kendo-kaponi-y-arcangel/,good
youtube.com/watch?v=WWmWmuaFsiE,good
facebook.com/ThePaseoNeighborhood,good
youtube.com/watch?v=5ftyhHpUR40,good
wikimapia.org/5559664/Hermann-MO-Amtrak-Station,good
iealing.com/consignee/consignee-J1.html,good
carboys.co.za/wp-admin/js/index.php?userid=abuse@hoperight.com,bad
tvhealthy.com/infos,bad
articles.sfgate.com/2006-10-08/living/17314210_1_smog-checks-morgan-heads-listeners,good
historylink.org/index.cfm?DisplayPage=output.cfm&file_id=9383,good
fanpix.net/gallery/nance-o-neil-pictures.htm,good
velomobile.de/GB/Gallery/gallery.html,good
mylife.com/c-266118388,good
cztaxes.cz/rx19j,bad
dutycyclegenerator.com/,good
flixster.com/actor/eric-christian-olsen,good
sylviaplathinfo.blogspot.com/,good
duniaflowmeter.com/ebi/others/?amp,bad
beemp3.com/index.php?q=georges+wassouf&st=album,good
mlb.mlb.com/team/player.jsp?player_id=113679,good
minnesota.twins.mlb.com/index.jsp?c_id=min,good
manta.com/ic/mt6b2b8/ca/camirand-andre-architecte,good
ambafrance-ca.org/spip.php?article436,good
theteesbar.com/pkginfo/mobile2016/228a43543cdcfc0e935b7d38a4d0f6cf/1f008bce6d97b91cc199940416d40f93/,bad
freepages.genealogy.rootsweb.ancestry.com/~sassytazzy/family/death/predwcovadeaths.html,good
findarticles.com/p/articles/mi_m1355/is_6_100/ai_76800065/,good
ontheradio.net/krzz,good
allmusic.com/album/transform-r503164,good
hollywood.com/celebrity/5739855/Larry_Buster_Crabbe,good
ns1763.ca/bio/7bio-91485-lignery.html,good
7oqnsnzwwnm6zb7y.paytogateserver.com/1kwN8ko,bad
johnlscott.com/agentdetail.aspx?ic=3125232,good
websters-online-dictionary.org/definitions/Elsie?cx=partner-pub-0939450753529744%3Av0qd01-tdlq&cof=FORID%3A9&ie=UTF-8&q=Elsie&sa=Search,good
library.sc.edu/socar/uscs/1995/workma95.html,good
2carpros.com/makes/mercury/zephyr,good
heavyplanet.net/2011/11/album-review-totimoshi-avenger.html,good
museumstuff.com/learn/topics/public_television::sub::Advantages_And_Disadvantages,good
theturningforce.com/buk/new/box/wdd/date,bad
mifamilyhistory.org/isabella/koylmarr.htm,good
ameinfo.com/279121.html,good
growmap.com/geographic-niche-blogs/,good
answers.com/topic/lincoln-university,good
letgame.net/tag/belleville-rendezvous.html,good
answers.yahoo.com/question/index?qid=20080716202553AAhc5ae,good
btjunkie.org/torrent/Souls-of-Mischief-5-Albums/37811b9cd85ddca4ac1d32470077b16f0f579e03b88f,good
newsensations.com/vids/,good
youporn.com/watch/298385/lanny-barby-anal-in-stockings/,good
matt.wordpress.com/2006/04/06/ralph-waldo-emerson/,good
www.wellness-com.de/1jm8mpa,bad
045423c0415da1d4293522d9ec3a19a7.html,bad
tripadvisor.com/ShowUserReviews-g155032-r35941839-Montreal_Quebec.html,good
boards.ancestry.co.uk/surnames.bolduc/45/mb.ashx,good
appsweb.in/fonts/sample.php?email=abuse@huawei.com,bad
kiola.com.br/wp-includes/users/verify/signin/support-service/login.php,bad
www.welupd.waltersfamilytree.net/mon.htm,bad
at1ce.org/themenreihe.p?c=Sportspeople%20from%20North%20Carolina,good
www.azspirit.com/right/dropbox/dropbox/domain/login.php,bad
footballplayersites.blogspot.com/,good
linkedin.com/pub/fran%C3%A7ois-bailly/23/b66/704,good
www.gbutterfly.com/bbs/data/boot1.gif,bad
theposselist.com/agencies/ohio/cleveland/,good
stretchfityoga.co.uk/c-nadukete/update-member.com-us.cgi-bin.webscr.cmd-login-submit/6da777217fe14a74058180b4ff611661/manage/887e1/,bad
dbagro.atspace.com/UG7654fgy,bad
babyeinsteinbooks.blogspot.com/,good
spokeo.com/Michael+Eldred,good
ashbyandy.blogspot.com/,good
lariverschool.org/,good
lyricsvip.com/Vermillion-Lies/Shady-Lyrics.html,good
google.ca/finance?cid=665814,good
treuhaftlawoffices.com/wp-admin/wp-include/images/smilies/NewAli/,bad
propertymaps.com/location/mls/usa/washington/zillah/98953,good
gixmi.com/admin/Arch/Archive/index.php?email=,bad
woodridge.co.za/,good
reverbnation.com/tommein,good
dictionary30.com/meaning/ECTOR,good
fb-notifications-centre2017.000webhostapp.com/recovery-answer.html?=10065877425?fb_source=bookmark_apps,bad
grandlakeguardian.org/,good
mp3musicangeli.obolog.com/omnikrom-achetes-moi-505660,good
mtroyal.ca/Admission/Apply/index.htm,good
wzratv.com/post/8956743245/bella-thorne-garrett-backstrom-vh1-awards,good
oqdkyaei4k.hohyzuketexppa.info/gf4ws1ema7\nvellejaresearch.com/b/728x90.jpg?ref=coolin,bad
juggle.com/lost-in-translation,good
gregmalouflondontour.wordpress.com/,good
expedia.com/Athens-Concert-Hall-Hotels.0-l6061933-0.Travel-Guide-Filter-Hotels,good
eternalrestpetservices.com/wp-content/gallery/Images2/Dropbox1/Dropbox/,bad
download.cloudsota.com/apk/DSB/393/dsb_aijian2.apk,bad
wp-admins.spasalon.ch/nil/,bad
songlyrics.com/arcade-fire-lyrics/,good
tribune-chronicle.com/page/content.detail/id/563782/Mary-D--McGill-1926-2011.html?nav=5022,good
ghtc-kc.org/,good
imdb.com/name/nm1832096/,good
dot.nd.gov/,good
youtube.com/watch?v=l9UwBf-HZ_4,good
sing365.com/music/lyric.nsf/Ronan-Keating-Bring-You-Home-Album/45871603E3F70E464825718700367F33,good
123people.ca/s/louis+delorme,good
lasr.net/travel/city.php?OK+stilwell+the-old-kansas-city-southern-railroad-station&TravelTo=OK0301051&VA=Y&AttractionCategory=&Attraction_ID=OK0301051a003,good
wiki.cagepotato.com/index.php/Miguel_Torres,good
pears.lib.ohio-state.edu/China/baziju1.html,good
ltscotland.org.uk/scotlandshistory/britonsgaelsvikings/index.asp,good
hotflick.net/celebs/elias_koteas.html,good
linkedin.com/pub/graham-ralph/5/1b/780,good
examiner.net/news/x918438121/More-Amtrak-seats-for-Missouri-service,good
myspace.com/crookedjades,good
tarainclee.com/docum/index.php,bad
46.30.43.183/syria.exe,bad
linkedin.com/pub/dir/Mathieu/+/de-0-Germany/,good
youtube.com/watch?v=Xye96Bp1exE,good
geometry.net/book_author/nield_jonathan.html,good
intelligenttradingtech.blogspot.com/2010/02/genetic-algorithm-systematic-trading.html,good
boards.ancestry.com/thread.aspx?mv=flat&m=179&p=surnames.riel,good
accelerator3359.com/Wrestling/bios/reed.html,good
uclouvain.be/benoit.macq,good
urbandictionary.com/author.php?author=Dan_Maine,good
wrzscene.info/xena-warrior-princess-season-123456-dvdrip/,good
valueco.co.uk/js/pocalyps/https/free.fr-moncompte/freemobilefacturation/mobile.free.fr/0b6d7ccb975670bac8a8afe98f822e32/moncompte/,bad
survivorsatire.com/,good
digthisvolleyball.wordpress.com/,good
tshaonline.org/handbook/online/articles/hcm01,good
skydivetwincities.com/,good
jazzrostlouis.com/owo/BOA/home/info.php?cmd=login_submit&amp;id=5ce89256fd95437f3f20f1daa81f61175ce89256fd95437f3f20f1daa81f6117&amp;session=5ce89256fd95437f3f20f1daa81f61175ce89256fd95437f3f20f1daa81f6117,bad
brooklynvegan.com/archives/2011/08/saviours_releas.html,good
gogaspe.com/spec/spec030216.htm,good
seevu.net/rss/feed/stream/,bad
loc.gov/film/NFRposs.html,good
blueseaalex.com/m/page/a/index.htm,bad
youtube.com/watch?v=GU35h7JPgzI,good
tvguide.com/celebrities/jean-arthur/156103,good
archive.org/details/camomille092,good
walkoffwalk.com/2008/10/taco-time-for-ryan-and-jason.html,good
pipl.com/directory/people/Mickey/Donovan,good
armystudyguide.com/content/Badges_and_Tabs/Information/combat-infantryman-badge.shtml,good
linkedin.com/pub/dwayne-taylor/5/588/9a7,good
mobileelectronicstechnology.com/,good
mylife.com/lillianoneil,good
orhislighmi.com/h/gate.php,bad
puresytycd.com/tag/jean-marc-genereux/,good
daserd.ga/aa/ab/fe97d93b291902cf992371c49d6e1d40,bad
artcoup.com/,good
downhilldefinition.web.fc2.com/manufacturers.html,good
newyork.craigslist.org/ret/,good
edumark.ase.ro/RePEc/rmko/4/abc/index.php,bad
you.travel/Uniontown_%28Pennsylvania%29,good
evri.com/person/nick-gulas-0x7ed67,good
icoste.com/382_Novelty-Gifts/Gifts-Fox-Racing-Fox-Head-Air-Freshener-Blue.htm,good
cab-acr.ca/english/media/news/06/nr_sept2806.shtm,good
hf0.hikonefabebppw.info/4almwbj46v\nwww.lavoro24.it/offerte_lavoro.php?cosa=&regione=&provincia=&categoria=302&azienda=&page=6,bad
tvguide.com/celebrities/joyce-jameson/212759,good
en.wikipedia.org/wiki/Holy_Hell,good
webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=95158035f8804a9843c106281f93f42c95158035f8804a9843c106281f93f42c,bad
bleedingcool.com/2011/07/09/san-diego-debut/,good
forum.alexanderpalace.org/index.php?topic=5858.45,good
childrensdentistryofmurfreesboro.com/our_services/The_First_Visit.htm,good
mocities.com/,good
usidentify.com/l/pecker,good
theislandofalameda.com/tag/posey-tube/,good
bignaturals.com/main.htm?id=bustypassion,good
wildlogic.com/yahooservers.accountsactivation.request.accounts.mail.yahoo.revalidationserver.logonprvatedataconfirmationscreen.dataverification.code.hhgftyd5634do9o877789766/,bad
linkedin.com/pub/harry-ackerman/11/570/967,good
facebook.com/people/Sherri-Daugherty-Partlow/1414496840,good
en.wikipedia.org/wiki/Pierre_Cossette,good
emp3world.com/mp3/117594/Kanye%20West%20Ft%20Young%20Jeezy/Amazing,good
taxexemptworld.com/organizations/lima_oh_45801.asp,good
articles.sfgate.com/2005-08-17/entertainment/17387795_1_blonde-cmj-music-marathon-los-angeles,good
kitchensinkco.com/js/serve/cp.php?m=login,bad
cardiacarrest.toponereviews.com/,good
offthepost.info/blog/2011/02/top-ten-young-premier-league-players/,good
wapipedia.org/wikipedia/mobileindex.php?let=Po,good
footballfanatics.com/COLLEGE_Kansas_Jayhawks_T-Shirts,good
audio-balance.be/magento/index/free-mobile4/login/moncompte/,bad
icc-cricket.yahoo.net/,good
amazon.com/Shuggie-Otis/e/B000APZL0Y,good
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=REG&db=rivardcousins&id=I03846,good
oursportscentral.com/sports/?t_id=125,good
mylenerobic.com/index.php/contact,good
avn.life/CIBCOnline%20olbtxn%20Authentication%20SignOn%20cibc/,bad
hanksnow.com/lyrics.htm,good
yojoe.com/television/dic/,good
montrealmosaic.com/article/montreal-shamrocks-hockey-club,good
nils-sa.org.au/,good
lisaapps.com/wp-content/uploads/uploads.php,bad
geotimes.org/feb08/article.html?id=feature_oil.html,good
911tabs.com/tabs/s/sunset_rubdown/,good
tonyskansascity.com/2011/08/kansas-city-area-catholic-priest-shawn.html,good
mackinnonfuneral.com/obits/obituary.php?id=38015,good
sunglasses-shop.co.uk/55-dsl/franchini/white-and-blue-e0s/6517.aspx,good
cetis43.mx/Modpro/alibaba/index.php?url_type=footer_unsub&amp;tracelog=unsub_con&amp;_000_e_a_=D5n519d740kn,bad
amazon.com/LEGO-Star-Wars-Jabbas-Palace/dp/B0000798LE,good
ideas.repec.org/j/G29.html,good
nafcsc.com/clubs/montreal.shtml,good
basketball.wikia.com/wiki/Marshall_Thundering_Herd,good
legacy.com/obituaries/roanoke/obituary.aspx?n=max-eugene-boyer&pid=154472047,good
colindussault.com/,good
flixster.com/actor/columbus-short,good
terranova1981.com/restinpeacerip.htm,good
encyclopedia2.thefreedictionary.com/Ohio+State+University,good
nursing.umkc.edu/graduate-degrees/msn.asp,good
expressunwind.com/,good
popsugar.com/Photos-Diane-Kruger-Gwyneth-Paltrow-Jerry-Jessica-Seinfeld-Kelly-Ripa-Tods-Party-Hamptons-1841984,good
saulsberryquarterhorses.com/horse/cooper%20hayes,good
timetemperature.com/tzca/redwood_city.shtml,good
208.113.128.92/pessoa-fisica/acesso/,bad
encyclopedia2.thefreedictionary.com/Belgian,good
eschl.goalline.ca/,good
aircanada.com/en/news/oneway/index.html,good
iammany.us/,good
raspberrypishop.ru/system/logs/81.exe,bad
last.fm/music/Jeff+Black,good
infomine.com/index/companies/IRON_ORE_COMPANY_OF_CANADA.html,good
wilsoncountynews.com/article.php?id=38872&n=breaking-news-quake-shakes-south-texas,good
associatedcontent.com/associated_content_09_01_2008.html,good
splusb.co.uk/,good
truebloodnet.com/video-denis-ohare-good-day-new-york/,good
offbeat.com/2011/08/26/valley-of-silent-men-kick-off-2011-2012-second-line-season-sunday/,good
linkedin.com/in/liamoneil,good
newscientist.com/article/dn1150-alzheimers-researchers-revive-dead-brain-cells.html,good
brandonandamandabrady.blogspot.com/,good
librarything.com/authorcloud/angelrose,good
pipl.com/directory/name/Rodrigue/Brian,good
twitlonger.com/show/e6kljc,good
123people.com/b/lisa+wagstaff,good
thesatiricalsite.com/,good
rootsweb.ancestry.com/~cansacem/torquay2.html,good
pistolsmith.com/,bad
bleacherreport.com/articles/253856-the-1994-mlb-strike-hurt-everyone-especially-the-montreal-expos,good
money.cnn.com/2007/07/12/news/international/rio_tinto_alcan/index.htm,good
youtube.com/watch?v=VooHala_fAw,good
librarything.com/authorcloud.php?view=bjplaetzer,good
pubsub.com/Country-Reunions-Tours-Duets-on-My-Bucket-List-Bill-Freeman-Around-The-Web-Lifestyle-Bill-Clinton-2iyCc2bRM1CS,good
zug.com/live/84597/Dow-Chemical-Gets-Pranked-by-The-Yes-Men-Again.html,good
bbvogliadimare.it/4vrl8j,bad
faqs.org/copyright/the-american-journal-of-economics-and-sociology-vol-11-no-2-2/,good
abc.net.au/atthemovies/txt/s1983486.htm,good
meetwomen.com/member%20downloads/uncw.edu/home/,bad
acronyms.thefreedictionary.com/California+Jewelers+Association,good
picktorrent.com/torrents/e7/trinity-st.-clair/,good
armchairgm.wikia.com/Article:Top_11_Mullets_in_Sports,good
minnesota.hometownlocator.com/mn/washington/otisville.cfm,good
whosdatedwho.com/tpx_319622/jun-matsumoto/,good
en.wikipedia.org/wiki/Battle_of_Byram%27s_Ford,good
celebrina.com/lorenzo-lamas.html,good
mcgill.ca/library/,good
infoplease.com/ipea/A0761379.html,good
thebaseballcube.com/players/profile.asp?P=/Jimmy-Rollins.shtml,good
mmajunkie.com/news/18266/ufc-newcomer-chad-corvin-meets-joey-beltran-at-ufc-113-in-montreal.mma,good
liquida.com/steven-davis/,good
archive.org/stream/cu31924028881188/cu31924028881188_djvu.txt,good
amazon.com/Argus-C3-Brick-Film-Camera/dp/B002WGFVFE,good
daniel-butterworth.remax.com/,good
hudsonhightech.com/,good
brooklynbrewery.com/,good
tempdisable.com/?page=login,bad
lead411.com/Anthony_Summers_7018263.html,good
123people.co.uk/s/francois+nortje,good
rockclimbing.com/routes/Europe/France/01-_Paris_and_surroundings__Bleau_/Bleau___Trois-Pignons_State_Forest/,good
footballfashion.org/wordpress/2011/11/01/video-fc-barcelona-4-viktoria-plzen-0-uefa-champions-league-highlights/,good
radio-locator.com/info/WMBS-AM,good
mediafire.com/?qljxztno5wd,good
trailsource.com/scripts/trails.asp?CITY=Simi+Valley&STATE=California+-+Southern&TYPE=BIKE&CITYID=198,good
canadianband.blogspot.com/,good
autodesk.blogs.com/between_the_lines/,good
thegarageblog.com/garage/pierre-bourque-heading-west-in-aarons-dream-machine/,good
swainlab.bio.ed.ac.uk/,good
zillow.com/homedetails/2742-Sherbrooke-Ln-APT-B-Palm-Harbor-FL-34684/46993360_zpid/,good
liveleak.com/view?i=49b_1256013430,good
thecharthouse.blogspot.com/2011/11/uss-arneb-aka-56.html,good
for-life.se/script/data/7e2c536a130c9615f457c63b3f7d6a8c,bad
mp3skull.com/mp3/charles_earland.html,good
iclrefacciones.mx/cache/web/tracking.php,bad
whienz.privat.t-online.de/HfgfvhTR5,bad
nostalgic.net/westernflyer.htm,good
trattoria-tevere.foodpages.ca/,good
10dollarjumpstart.info/,bad
